,team,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value
3851,FC Famalicão,Attack Centre-Forward,190.0,27.0,48,0.419091967,0.174621653,0.104772992,0.034924331,0.034924331,0.0,0.0,2577,165,18,0,1500000,3000000
3853,FC Famalicão,Attack Centre-Forward,188.0,27.0,52,0.312259059,0.034695451,0.242868157,0.0,0.034695451,0.0,0.0,2594,14,2,0,600000,1300000
3854,FC Famalicão,Attack Centre-Forward,184.0,19.0,60,0.314318976,0.0,0.183352736,0.026193248,0.0,0.0,0.0,3436,10,0,0,500000,500000
3858,Vitória Guimarães SC,Defender Centre-Back,188.0,20.0,41,0.025452489,0.025452489,0.407239819,0.025452489,0.0,0.0,0.0,3536,0,0,0,5000000,5000000
3859,Vitória Guimarães SC,Defender Centre-Back,185.0,21.0,42,0.0,0.0,0.421479863,0.028098658,0.0,0.0,0.0,3203,27,3,0,5000000,5000000
3860,Vitória Guimarães SC,Defender Centre-Back,192.0,30.0,63,0.033600896,0.033600896,0.151204032,0.0,0.0,0.0,0.0,5357,113,18,0,1500000,1500000
3866,Vitória Guimarães SC,Defender Right-Back,175.0,20.0,43,0.025217148,0.100868591,0.176520034,0.0,0.0,0.0,0.0,3569,105,14,0,2000000,2000000
3867,Vitória Guimarães SC,Defender Right-Back,172.0,21.0,44,0.031723652,0.095170955,0.285512866,0.0,0.0,0.0,0.0,2837,123,16,0,1000000,1000000
3871,Vitória Guimarães SC,midfield-DefensiveMidfield,182.0,23.0,48,0.0,0.0,0.315512708,0.026292726,0.0,0.0,0.0,3423,0,0,1,500000,500000
3873,Vitória Guimarães SC,midfield-CentralMidfield,174.0,33.0,55,0.093095423,0.046547711,0.395655547,0.0,0.0,0.0,0.0,3867,500,72,2,800000,8500000
3875,Vitória Guimarães SC,midfield-CentralMidfield,180.0,19.0,42,0.028818444,0.028818444,0.317002882,0.0,0.0,0.0,0.0,3123,0,0,0,300000,300000
3877,Vitória Guimarães SC,Attack-LeftWinger,179.0,23.0,79,0.352787456,0.156794425,0.31358885,0.019599303,0.0,0.0,0.0,4592,0,0,0,1000000,1000000
3880,Vitória Guimarães SC,Attack-RightWinger,174.0,28.0,57,0.136902951,0.109522361,0.191664131,0.0,0.0,0.0,0.0,3287,44,4,1,1000000,2000000
3881,Vitória Guimarães SC,Attack Centre-Forward,181.0,25.0,66,0.280592362,0.122759158,0.175370226,0.017537023,0.017537023,0.0,0.0,5132,74,10,0,2000000,2000000
3889,CD Santa Clara,Defender Centre-Back,191.0,26.0,60,0.070546737,0.0,0.194003527,0.0,0.017636684,0.0,0.0,5103,118,16,2,800000,800000
3893,CD Santa Clara,Defender Left-Back,182.0,26.0,50,0.0,0.02994012,0.359281437,0.02994012,0.0,0.0,0.0,3006,379,45,1,400000,475000
3895,CD Santa Clara,Defender Right-Back,175.0,24.0,36,0.0,0.150652829,0.090391697,0.0,0.0,0.0,0.0,2987,305,41,0,500000,500000
3896,CD Santa Clara,Defender Right-Back,180.0,24.0,50,0.02688172,0.053763441,0.349462366,0.0,0.02688172,0.0,0.0,3348,219,17,0,300000,400000
3897,CD Santa Clara,Defender Right-Back,183.0,32.0,49,0.0,0.052340797,0.287874382,0.026170398,0.0,0.0,0.0,3439,194,18,1,250000,800000
3907,CD Santa Clara,Attack-LeftWinger,168.0,24.0,73,0.147510756,0.129071911,0.1659496,0.0,0.018438844,0.0,0.0,4881,0,0,0,800000,1000000
3910,CD Santa Clara,Attack-RightWinger,174.0,26.0,59,0.188745194,0.094372597,0.220202726,0.0,0.0,0.0,0.0,2861,0,0,1,200000,250000
3918,GD Estoril Praia,Defender Centre-Back,187.0,23.0,61,0.018348624,0.0,0.330275229,0.036697248,0.0,0.0,0.0,4905,333,41,1,900000,900000
3919,GD Estoril Praia,Defender Centre-Back,187.0,22.0,51,0.021251476,0.0,0.148760331,0.021251476,0.021251476,0.0,0.0,4235,0,0,3,800000,800000
3922,GD Estoril Praia,Defender Left-Back,185.0,33.0,68,0.030721966,0.138248848,0.24577573,0.0,0.015360983,0.0,0.0,5859,0,0,1,200000,2500000
3923,GD Estoril Praia,Defender Right-Back,175.0,20.0,61,0.021629416,0.194664744,0.173035328,0.0,0.0,0.0,0.0,4161,0,0,1,1000000,1000000
3924,GD Estoril Praia,Defender Right-Back,183.0,23.0,52,0.0,0.072289157,0.072289157,0.0,0.0,0.0,0.0,3735,0,0,0,500000,800000
3925,GD Estoril Praia,midfield-DefensiveMidfield,190.0,24.0,55,0.067365269,0.04491018,0.134730539,0.02245509,0.0,0.0,0.0,4008,0,0,1,1000000,1000000
3926,GD Estoril Praia,midfield-DefensiveMidfield,185.0,22.0,64,0.062240664,0.0,0.269709544,0.020746888,0.0,0.0,0.0,4338,0,0,1,850000,850000
3927,GD Estoril Praia,midfield-DefensiveMidfield,187.0,26.0,57,0.0,0.0,0.342857143,0.0,0.0,0.0,0.0,3675,15,1,1,500000,1500000
3931,GD Estoril Praia,midfield-AttackingMidfield,172.0,26.0,61,0.149928605,0.107091861,0.19276535,0.0,0.021418372,0.0,0.0,4202,0,0,1,2000000,10000000
3932,GD Estoril Praia,midfield-AttackingMidfield,170.0,24.0,49,0.203883495,0.145631068,0.145631068,0.0,0.0,0.0,0.0,3090,441,65,0,1500000,5000000
3933,GD Estoril Praia,midfield-AttackingMidfield,175.0,28.0,65,0.145631068,0.169902913,0.388349515,0.024271845,0.024271845,0.0,0.0,3708,102,19,1,700000,4000000
3934,GD Estoril Praia,midfield-AttackingMidfield,179.0,21.0,61,0.381679389,0.127226463,0.330788804,0.0,0.025445293,0.0,0.0,3537,0,0,2,300000,300000
3935,GD Estoril Praia,midfield-AttackingMidfield,179.0,19.0,49,0.10462075,0.156931125,0.183086312,0.0,0.0,0.0,0.0,3441,0,0,2,275000,325000
3936,GD Estoril Praia,Attack-LeftWinger,177.0,24.0,72,0.148239654,0.129709697,0.203829524,0.0,0.018529957,0.0,0.0,4857,0,0,0,700000,700000
3937,GD Estoril Praia,Attack-LeftWinger,180.0,22.0,67,0.254656921,0.14854987,0.297099741,0.0,0.02122141,0.0,0.0,4241,0,0,1,700000,700000
3939,GD Estoril Praia,Attack-RightWinger,176.0,21.0,58,0.310559006,0.207039337,0.186335404,0.0,0.0,0.0,0.0,4347,0,0,0,2500000,2500000
3943,GD Estoril Praia,Attack Centre-Forward,184.0,33.0,45,0.359085963,0.065288357,0.293797606,0.0,0.032644178,0.0,0.0,2757,28,3,1,200000,500000
3947,Boavista FC,Defender Centre-Back,190.0,29.0,62,0.01665433,0.066617321,0.333086603,0.01665433,0.01665433,0.0,0.0,5404,37,5,0,800000,800000
3948,Boavista FC,Defender Centre-Back,190.0,32.0,59,0.090434084,0.0,0.325562701,0.0,0.018086817,0.0,0.0,4976,217,31,1,500000,2500000
3950,Boavista FC,Defender Left-Back,179.0,25.0,63,0.150219069,0.056332151,0.112664302,0.0,0.018777384,0.0,0.0,4793,22,4,1,1000000,1800000
3951,Boavista FC,Defender Left-Back,184.0,24.0,64,0.065406977,0.032703488,0.179869186,0.0,0.0,0.0,0.0,5504,0,0,0,1000000,1000000
3955,Boavista FC,Defender Right-Back,179.0,22.0,54,0.0,0.126671358,0.253342716,0.0,0.0,0.0,0.0,4263,65,10,0,1000000,1000000
3956,Boavista FC,midfield-DefensiveMidfield,190.0,24.0,62,0.0,0.255601136,0.340801515,0.0,0.028400126,0.0,0.0,3169,55,7,1,600000,800000
3958,Boavista FC,midfield-CentralMidfield,180.0,25.0,72,0.061749571,0.169811321,0.27787307,0.015437393,0.0,0.0,0.0,5830,0,0,0,2000000,2000000
3959,Boavista FC,midfield-CentralMidfield,175.0,30.0,70,0.04788083,0.031920553,0.383046639,0.015960277,0.015960277,0.0,0.0,5639,0,0,7,1500000,2000000
3966,Boavista FC,Attack-LeftWinger,166.0,31.0,75,0.176159718,0.19377569,0.229007634,0.0,0.0,0.0,0.0,5109,8,1,2,500000,3000000
3967,Boavista FC,Attack-RightWinger,179.0,25.0,64,0.175585284,0.12541806,0.426421405,0.0,0.0,0.0,0.0,3588,7,1,2,600000,600000
3969,Boavista FC,Attack Centre-Forward,188.0,29.0,63,0.454326923,0.086538462,0.216346154,0.0,0.0,0.0,0.0,4160,369,42,2,1500000,1500000
3975,Portimonense SC,Defender Centre-Back,192.0,23.0,66,0.0,0.051233397,0.170777989,0.0,0.017077799,0.0,0.0,5270,0,0,0,2000000,2000000
3976,Portimonense SC,Defender Centre-Back,194.0,26.0,64,0.031746032,0.0,0.380952381,0.0,0.0,0.0,0.0,5670,14,2,1,1500000,1500000
3978,Portimonense SC,Defender Centre-Back,193.0,30.0,55,0.056556347,0.018852116,0.037704231,0.0,0.0,0.0,0.0,4774,383,52,1,700000,1500000
3980,Portimonense SC,Defender Left-Back,176.0,27.0,68,0.016219139,0.081095693,0.275725356,0.032438277,0.0,0.0,0.0,5549,37,9,4,600000,600000
3983,Portimonense SC,Defender Right-Back,177.0,26.0,61,0.070002593,0.09333679,0.210007778,0.0,0.0,0.0,0.0,3857,0,0,0,500000,550000
3984,Portimonense SC,Defender Right-Back,177.0,23.0,42,0.033345684,0.0,0.200074102,0.0,0.0,0.0,0.0,2699,28,3,0,300000,300000
3989,Portimonense SC,midfield-DefensiveMidfield,184.0,34.0,53,0.248876599,0.06221915,0.217767024,0.0,0.0,0.0,0.0,2893,225,23,6,300000,6500000
3990,Portimonense SC,midfield-CentralMidfield,171.0,24.0,53,0.096930533,0.048465267,0.339256866,0.024232633,0.0,0.0,0.0,3714,0,0,1,500000,500000
3993,Portimonense SC,midfield-AttackingMidfield,179.0,28.0,46,0.080765779,0.107687706,0.296141191,0.0,0.0,0.0,0.0,3343,347,35,1,1000000,1500000
3996,Portimonense SC,Attack-LeftWinger,175.0,25.0,66,0.158683515,0.211578019,0.238025272,0.0,0.0,0.0,0.0,3403,0,0,0,500000,500000
3998,Portimonense SC,Attack-RightWinger,175.0,29.0,36,0.341144039,0.031013094,0.434183322,0.0,0.0,0.0,0.0,2902,33,4,0,900000,900000
4001,Portimonense SC,Attack Centre-Forward,183.0,28.0,53,0.487571702,0.143403442,0.17208413,0.0,0.0,0.0,0.0,3138,53,7,2,550000,700000
4008,CS Marítimo,Defender Centre-Back,188.0,28.0,48,0.130170668,0.0,0.338443737,0.0,0.026034134,0.0,0.0,3457,83,9,1,500000,600000
4012,CS Marítimo,Defender Centre-Back,180.0,34.0,63,0.0,0.01620162,0.194419442,0.01620162,0.0,0.0,0.0,5555,113,17,0,200000,2000000
4013,CS Marítimo,Defender Left-Back,182.0,28.0,66,0.031835868,0.047753803,0.30244075,0.0,0.015917934,0.0,0.0,5654,22,3,0,600000,750000
4015,CS Marítimo,Defender Right-Back,184.0,29.0,71,0.177165354,0.096635648,0.177165354,0.016105941,0.016105941,0.0,0.0,5588,91,22,2,700000,1000000
4018,CS Marítimo,midfield-DefensiveMidfield,182.0,25.0,54,0.025076623,0.0,0.25076623,0.0,0.0,0.0,0.0,3589,102,13,0,500000,600000
4022,CS Marítimo,midfield-AttackingMidfield,179.0,25.0,65,0.171346978,0.171346978,0.235602094,0.0,0.0,0.0,0.0,4202,172,26,1,1500000,7500000
4024,CS Marítimo,Attack-LeftWinger,176.0,24.0,73,0.14673913,0.048913043,0.179347826,0.016304348,0.016304348,0.0,0.0,5520,0,0,2,1000000,1000000
4028,CS Marítimo,Attack-SecondStriker,183.0,30.0,42,0.035447026,0.106341079,0.177235132,0.0,0.0,0.0,0.0,2539,0,0,4,500000,600000
4030,CS Marítimo,Attack Centre-Forward,178.0,28.0,50,0.341167551,0.204700531,0.341167551,0.0,0.0,0.0,0.0,2638,69,13,1,700000,1000000
4031,CS Marítimo,Attack Centre-Forward,187.0,25.0,70,0.342577488,0.048939641,0.318107667,0.0,0.024469821,0.0,0.0,3678,0,0,0,600000,800000
4037,Casa Pia AC,Defender Centre-Back,189.0,29.0,72,0.016357688,0.032715376,0.179934569,0.016357688,0.0,0.0,0.0,5502,127,18,5,500000,500000
4038,Casa Pia AC,Defender Centre-Back,191.0,24.0,36,0.102234002,0.0,0.102234002,0.0,0.0,0.0,0.0,2641,227,35,1,400000,500000
4039,Casa Pia AC,Defender Centre-Back,190.0,24.0,52,0.132547865,0.0,0.331369661,0.0,0.0,0.0,0.0,4074,0,0,0,300000,500000
4041,Casa Pia AC,Defender Centre-Back,182.0,36.0,70,0.031109575,0.015554787,0.233321811,0.031109575,0.0,0.0,0.0,5786,45,7,0,100000,1900000
4043,Casa Pia AC,Defender Left-Back,175.0,23.0,71,0.120522263,0.135587546,0.10545698,0.0,0.0,0.0,0.0,5974,326,9,0,1500000,1500000
4044,Casa Pia AC,Defender Left-Back,173.0,29.0,50,0.140625,0.03515625,0.03515625,0.0,0.0,0.0,0.0,2560,0,0,0,200000,400000
4045,Casa Pia AC,Defender Right-Back,176.0,25.0,66,0.054866897,0.109733794,0.219467588,0.018288966,0.0,0.0,0.0,4921,0,0,0,600000,600000
4047,Casa Pia AC,midfield-DefensiveMidfield,177.0,30.0,69,0.0,0.040367795,0.322942364,0.0,0.020183898,0.0,0.0,4459,116,16,1,600000,1000000
4050,Casa Pia AC,midfield-CentralMidfield,180.0,21.0,51,0.0,0.079225352,0.343309859,0.026408451,0.0,0.0,0.0,3408,0,0,1,525000,525000
4051,Casa Pia AC,midfield-CentralMidfield,181.0,31.0,66,0.061601643,0.102669405,0.349075975,0.0,0.0,0.0,0.0,4383,22,4,1,250000,1000000
4053,Casa Pia AC,midfield-AttackingMidfield,175.0,23.0,57,0.406871609,0.054249548,0.13562387,0.0,0.0,0.0,0.0,3318,0,0,0,300000,500000
4054,Casa Pia AC,Attack-LeftWinger,173.0,26.0,68,0.253998119,0.118532455,0.237064911,0.0,0.016933208,0.0,0.0,5315,37,7,1,1500000,1500000
4057,Casa Pia AC,Attack-RightWinger,172.0,25.0,62,0.172703286,0.151115375,0.129527465,0.0,0.0,0.0,0.0,4169,0,0,0,525000,525000
4060,Casa Pia AC,Attack Centre-Forward,177.0,34.0,71,0.326643894,0.038428693,0.211357814,0.0,0.0,0.0,0.0,4684,82,14,1,200000,2000000
4064,FC Paços de Ferreira,Defender Centre-Back,180.0,24.0,35,0.0,0.035685964,0.249801745,0.035685964,0.0,0.0,0.0,2522,5,1,2,800000,1000000
4065,FC Paços de Ferreira,Defender Centre-Back,184.0,29.0,49,0.0,0.0,0.32081749,0.021387833,0.021387833,0.0,0.0,4208,43,7,0,700000,1000000
4066,FC Paços de Ferreira,Defender Centre-Back,184.0,22.0,47,0.022860046,0.0,0.182880366,0.022860046,0.0,0.0,0.0,3937,0,0,0,500000,500000
4070,FC Paços de Ferreira,Defender Left-Back,175.0,36.0,68,0.078822911,0.126116658,0.346820809,0.015764582,0.0,0.0,0.0,5709,328,38,7,200000,6000000
4074,FC Paços de Ferreira,midfield-DefensiveMidfield,182.0,25.0,61,0.0,0.0,0.418896905,0.0,0.0,0.0,0.0,4297,212,12,0,700000,1000000
4075,FC Paços de Ferreira,midfield-CentralMidfield,180.0,21.0,58,0.142585551,0.142585551,0.313688213,0.02851711,0.0,0.0,0.0,3156,154,15,0,3000000,5000000
4076,FC Paços de Ferreira,midfield-CentralMidfield,180.0,23.0,62,0.107741421,0.071827614,0.305267358,0.017956903,0.0,0.0,0.0,5012,0,0,0,500000,500000
4078,FC Paços de Ferreira,midfield-CentralMidfield,175.0,37.0,60,0.0,0.064966314,0.303176131,0.021655438,0.0,0.0,0.0,4156,100,15,3,100000,3500000
4081,FC Paços de Ferreira,Attack-LeftWinger,177.0,22.0,61,0.185676393,0.079575597,0.132625995,0.026525199,0.0,0.0,0.0,3393,83,12,3,700000,700000
4083,FC Paços de Ferreira,Attack-RightWinger,176.0,30.0,74,0.033525796,0.050288694,0.368783759,0.0,0.0,0.0,0.0,5369,0,0,1,1000000,1800000
4084,FC Paços de Ferreira,Attack-RightWinger,175.0,30.0,74,0.092783505,0.069587629,0.231958763,0.0,0.023195876,0.0,0.0,3880,11,2,1,600000,600000
4087,FC Paços de Ferreira,Attack Centre-Forward,193.0,24.0,60,0.388489209,0.051798561,0.233093525,0.025899281,0.0,0.0,0.0,3475,0,0,0,400000,400000
4092,FC Arouca,Defender Centre-Back,187.0,26.0,77,0.094481104,0.026994601,0.134973005,0.013497301,0.0,0.0,0.0,6668,0,0,0,800000,800000
4094,FC Arouca,Defender Centre-Back,184.0,30.0,54,0.0,0.045743329,0.297331639,0.0,0.0,0.0,0.0,3935,88,12,1,700000,1100000
4098,FC Arouca,Defender Left-Back,181.0,26.0,75,0.015027551,0.045082652,0.225413258,0.0,0.015027551,0.0,0.0,5989,14,2,0,800000,800000
4099,FC Arouca,Defender Right-Back,175.0,27.0,56,0.02244389,0.089775561,0.314214464,0.0,0.0,0.0,0.0,4010,0,0,0,700000,1000000
4100,FC Arouca,Defender Right-Back,178.0,25.0,52,0.049193769,0.0,0.172178191,0.0,0.0,0.0,0.0,3659,146,9,0,500000,600000
4102,FC Arouca,midfield-DefensiveMidfield,176.0,25.0,49,0.0,0.0,0.436187399,0.0,0.03634895,0.0,0.0,2476,66,19,4,500000,1200000
4104,FC Arouca,midfield-CentralMidfield,183.0,33.0,54,0.020862309,0.16689847,0.33379694,0.020862309,0.020862309,0.0,0.0,4314,70,4,2,250000,2500000
4109,FC Arouca,Attack-LeftWinger,175.0,25.0,71,0.069071374,0.241749808,0.189946278,0.0,0.0,0.0,0.0,5212,0,0,1,800000,800000
4110,FC Arouca,Attack-LeftWinger,185.0,21.0,63,0.192564857,0.072211821,0.144423643,0.0,0.0,0.0,0.0,3739,0,0,0,400000,400000
4111,FC Arouca,Attack-LeftWinger,180.0,33.0,72,0.049355635,0.197422539,0.246778174,0.0,0.0,0.0,0.0,3647,0,0,2,250000,1700000
4112,FC Arouca,Attack-RightWinger,170.0,24.0,49,0.127913587,0.127913587,0.179079022,0.025582717,0.0,0.0,0.0,3518,0,0,0,700000,700000
4119,FC Vizela,Defender Centre-Back,192.0,26.0,48,0.06665021,0.022216737,0.222167366,0.0,0.0,0.0,0.0,4051,129,15,1,900000,1500000
4123,FC Vizela,Defender Left-Back,183.0,28.0,61,0.019230769,0.076923077,0.403846154,0.0,0.0,0.0,0.0,4680,91,11,0,600000,600000
4125,FC Vizela,Defender Right-Back,175.0,28.0,39,0.029163966,0.116655865,0.320803629,0.0,0.0,0.0,0.0,3086,0,0,1,500000,900000
4126,FC Vizela,midfield-DefensiveMidfield,185.0,35.0,52,0.0,0.048361096,0.362708221,0.0,0.0,0.0,0.0,3722,133,24,8,200000,3250000
4127,FC Vizela,midfield-CentralMidfield,178.0,28.0,63,0.115621788,0.138746146,0.346865365,0.023124358,0.0,0.0,0.0,3892,183,24,0,700000,1500000
4132,FC Vizela,midfield-AttackingMidfield,170.0,27.0,71,0.108452401,0.139438802,0.201411603,0.0154932,0.0,0.0,0.0,5809,11,1,0,1000000,1000000
4133,FC Vizela,midfield-AttackingMidfield,178.0,22.0,64,0.105882353,0.052941176,0.423529412,0.0,0.0,0.0,0.0,3400,89,11,0,800000,800000
4135,FC Vizela,Attack-LeftWinger,171.0,27.0,75,0.146938776,0.146938776,0.05877551,0.0,0.0,0.0,0.0,6125,0,0,0,900000,1000000
4137,FC Vizela,Attack-RightWinger,175.0,23.0,67,0.064981949,0.129963899,0.194945848,0.0,0.02166065,0.0,0.0,4155,0,0,0,700000,700000
4139,FC Vizela,Attack Centre-Forward,186.0,23.0,64,0.421175782,0.026323486,0.28955835,0.0,0.026323486,0.0,0.0,3419,0,0,2,1500000,1500000
4144,Rio Ave FC,Defender Centre-Back,187.0,25.0,48,0.050027793,0.025013897,0.300166759,0.0,0.0,0.0,0.0,3598,48,5,0,700000,2000000
4145,Rio Ave FC,Defender Centre-Back,187.0,30.0,40,0.086621752,0.086621752,0.259865255,0.0,0.0,0.0,0.0,3117,90,17,2,700000,2500000
4146,Rio Ave FC,Defender Centre-Back,194.0,25.0,59,0.01754386,0.0,0.228070175,0.0,0.035087719,0.0,0.0,5130,0,0,1,475000,475000
4148,Rio Ave FC,Defender Centre-Back,193.0,34.0,71,0.101859337,0.014551334,0.174616006,0.014551334,0.029102668,0.0,0.0,6185,10,2,2,300000,7500000
4150,Rio Ave FC,Defender Right-Back,181.0,23.0,74,0.090573633,0.120764844,0.13586045,0.015095606,0.0,0.0,0.0,5962,0,0,1,1500000,1500000
4153,Rio Ave FC,midfield-DefensiveMidfield,182.0,35.0,59,0.07646559,0.02548853,0.433305013,0.02548853,0.02548853,0.0,0.0,3531,21,2,3,100000,1500000
4155,Rio Ave FC,midfield-AttackingMidfield,168.0,25.0,76,0.067365269,0.121257485,0.161676647,0.013473054,0.0,0.0,0.0,6680,674,71,2,2000000,2000000
4158,Rio Ave FC,Attack-LeftWinger,178.0,22.0,57,0.124956612,0.156195765,0.187434918,0.0,0.0,0.0,0.0,2881,0,0,1,800000,800000
4160,Rio Ave FC,Attack-LeftWinger,170.0,23.0,61,0.217859064,0.121032813,0.314685315,0.0,0.0,0.0,0.0,3718,0,0,0,300000,400000
4161,Rio Ave FC,Attack-RightWinger,168.0,27.0,46,0.090361446,0.120481928,0.090361446,0.0,0.0,0.0,0.0,2988,449,61,1,450000,700000
4169,GD Chaves,Defender Centre-Back,187.0,27.0,42,0.0,0.026730027,0.240570241,0.0,0.0,0.0,0.0,3367,244,27,0,800000,2000000
4170,GD Chaves,Defender Centre-Back,185.0,28.0,44,0.0,0.025118616,0.326542004,0.0,0.025118616,0.0,0.0,3583,25,5,2,400000,1700000
4175,GD Chaves,Defender Left-Back,178.0,25.0,62,0.0,0.035545024,0.19549763,0.0,0.0,0.0,0.0,5064,53,6,0,700000,700000
4177,GD Chaves,Defender Left-Back,182.0,22.0,44,0.0,0.147928994,0.266272189,0.029585799,0.0,0.0,0.0,3042,77,6,0,400000,650000
4178,GD Chaves,Defender Right-Back,175.0,26.0,56,0.069515963,0.092687951,0.139031926,0.0,0.0,0.0,0.0,3884,77,12,0,750000,750000
4183,GD Chaves,midfield-CentralMidfield,177.0,30.0,49,0.256867642,0.06421691,0.449518373,0.0,0.0,0.0,0.0,2803,7,1,0,600000,1500000
4184,GD Chaves,midfield-AttackingMidfield,178.0,29.0,67,0.211420311,0.19515721,0.276472714,0.016263101,0.0,0.0,0.0,5534,312,44,1,750000,1000000
4185,GD Chaves,midfield-AttackingMidfield,183.0,28.0,59,0.117739403,0.094191523,0.141287284,0.023547881,0.0,0.0,0.0,3822,0,0,1,500000,500000
4187,GD Chaves,Attack-LeftWinger,173.0,24.0,64,0.324909747,0.108303249,0.297833935,0.027075812,0.027075812,0.0,0.0,3324,122,12,2,600000,1500000
4188,GD Chaves,Attack-RightWinger,179.0,26.0,62,0.151209677,0.030241935,0.060483871,0.0,0.0,0.0,0.0,2976,0,0,0,500000,500000
4192,GD Chaves,Attack Centre-Forward,192.0,28.0,56,0.311179408,0.03457549,0.380330388,0.03457549,0.0,0.0,0.0,2603,0,0,0,300000,375000
4196,Gil Vicente FC,Defender Centre-Back,187.0,21.0,62,0.071301248,0.053475936,0.106951872,0.0,0.0,0.0,0.0,5049,0,0,1,3000000,3000000
4197,Gil Vicente FC,Defender Centre-Back,188.0,23.0,56,0.0,0.0,0.340378198,0.0,0.0,0.0,0.0,4495,0,0,0,500000,500000
4199,Gil Vicente FC,Defender Centre-Back,187.0,37.0,69,0.01494272,0.0,0.119541757,0.0,0.01494272,0.0,0.0,6023,35,4,0,100000,2000000
4200,Gil Vicente FC,Defender Left-Back,187.0,26.0,70,0.062186906,0.031093453,0.124373812,0.0,0.015546727,0.0,0.0,5789,317,40,0,1500000,1500000
4203,Gil Vicente FC,Defender Right-Back,177.0,24.0,47,0.0,0.105540897,0.343007916,0.0,0.0,0.0,0.0,3411,0,0,1,800000,1500000
4204,Gil Vicente FC,Defender Right-Back,177.0,30.0,63,0.0,0.110002037,0.403340803,0.0,0.0,0.0,0.0,4909,25,5,1,800000,1000000
4205,Gil Vicente FC,midfield-DefensiveMidfield,183.0,26.0,73,0.091447925,0.015241321,0.33530906,0.015241321,0.015241321,0.0,0.0,5905,101,4,0,1500000,1500000
4206,Gil Vicente FC,midfield-DefensiveMidfield,186.0,28.0,63,0.061496413,0.122992825,0.430474889,0.030748206,0.0,0.0,0.0,2927,191,29,0,800000,1000000
4207,Gil Vicente FC,midfield-CentralMidfield,174.0,34.0,60,0.06076975,0.030384875,0.273463876,0.0,0.0,0.0,0.0,2962,5,1,1,300000,4000000
4208,Gil Vicente FC,midfield-CentralMidfield,184.0,21.0,50,0.023853697,0.119268487,0.166975881,0.0,0.0,0.0,0.0,3773,0,0,0,250000,250000
4209,Gil Vicente FC,midfield-AttackingMidfield,176.0,23.0,79,0.060010002,0.105017503,0.135022504,0.0,0.0150025,0.0,0.0,5999,252,16,0,2000000,2000000
4210,Gil Vicente FC,Attack-LeftWinger,173.0,22.0,60,0.03515625,0.03515625,0.24609375,0.0,0.03515625,0.0,0.0,2560,0,0,0,1000000,1000000
4213,Gil Vicente FC,Attack-RightWinger,176.0,28.0,50,0.177915843,0.127082745,0.076249647,0.0,0.0,0.0,0.0,3541,233,26,2,800000,1500000
4214,Gil Vicente FC,Attack-RightWinger,174.0,23.0,63,0.356243253,0.097157251,0.356243253,0.0,0.0,0.0,0.0,2779,55,5,0,500000,500000
4221,FC Porto,Defender Centre-Back,196.0,23.0,38,0.028409091,0.0,0.284090909,0.0,0.0,0.0,0.0,3168,361,53,3,16000000,20000000
4222,FC Porto,Defender Centre-Back,187.0,29.0,51,0.070532915,0.0,0.211598746,0.0,0.0,0.0,0.0,3828,94,14,3,4000000,4000000
4225,FC Porto,Defender Left-Back,182.0,25.0,71,0.074288073,0.0,0.130004127,0.0,0.0,0.0,0.0,4846,144,23,5,10000000,10000000
4227,FC Porto,Defender Right-Back,178.0,23.0,72,0.017667845,0.212014134,0.19434629,0.0,0.017667845,0.0,0.0,5094,131,24,8,16000000,16000000
4231,FC Porto,midfield-DefensiveMidfield,191.0,27.0,75,0.047556143,0.071334214,0.380449141,0.023778071,0.0,0.0,0.0,3785,277,44,8,9000000,20000000
4232,FC Porto,midfield-CentralMidfield,177.0,26.0,77,0.153191489,0.134042553,0.172340426,0.019148936,0.019148936,0.0,0.0,4700,265,37,4,10000000,10000000
4233,FC Porto,midfield-CentralMidfield,174.0,26.0,49,0.124869927,0.156087409,0.312174818,0.0,0.0,0.0,0.0,2883,40,7,6,2000000,2500000
4236,FC Porto,midfield-AttackingMidfield,177.0,25.0,63,0.329067642,0.164533821,0.211543484,0.0,0.023504832,0.0,0.0,3829,28,6,2,3500000,3500000
4237,FC Porto,Attack-LeftWinger,175.0,26.0,97,0.155245413,0.22581151,0.127018974,0.014113219,0.0,0.0,0.0,6377,19,2,4,22000000,22000000
4238,FC Porto,Attack-LeftWinger,179.0,25.0,94,0.408519553,0.188547486,0.172835196,0.0,0.0,0.0,0.0,5728,92,17,7,20000000,20000000
4241,FC Porto,Attack-RightWinger,184.0,22.0,67,0.234864301,0.14091858,0.187891441,0.0,0.02348643,0.0,0.0,3832,0,0,5,2000000,2000000
4249,Sporting CP,Defender Centre-Back,185.0,21.0,97,0.103926097,0.069284065,0.092378753,0.0,0.0,0.0,0.0,7794,36,7,4,25000000,25000000
4252,Sporting CP,Defender Centre-Back,190.0,19.0,52,0.092711821,0.023177955,0.324491373,0.0,0.0,0.0,0.0,3883,0,0,0,4000000,4000000
4255,Sporting CP,Defender Left-Back,184.0,28.0,95,0.038130208,0.025420138,0.177940969,0.012710069,0.0,0.0,0.0,7081,0,0,3,8000000,8000000
